day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
7,2010,09,12,2010-09-12,56.7,50.7,9999.9,9.7,5.8,12.0,17.1,66.9,48.2,0.0,999.9,0,446776
7,2010,10,24,2010-10-24,60.4,46.7,1019.5,10.0,2.8,7.0,999.9,66.9,48.9,0.0,999.9,0,449067
5,2010,10,29,2010-10-29,54.9,34.7,1013.7,10.0,7.5,13.0,26.0,66.9,50.0,0.0,999.9,0,530378
5,2010,10,29,2010-10-29,54.8,34.7,1013.7,10.0,7.5,13.0,26.0,66.9,50.0,0.0,999.9,0,530378
2,2010,10,12,2010-10-12,62.8,56.9,1008.5,5.2,3.1,9.9,22.9,66.9,57.9,1.22,999.9,1,458975
6,2010,08,21,2010-08-21,66.1,56.2,9999.9,10.0,4.6,9.9,15.9,82.9,55.4,0.0,999.9,0,413643
6,2010,08,28,2010-08-28,64.6,52.9,9999.9,10.0,4.9,11.1,15.9,82.9,53.6,0.0,999.9,0,415753
1,2010,08,02,2010-08-02,65.3,53.9,9999.9,10.0,4.2,12.0,15.9,82.9,51.8,0.0,999.9,0,213012
2,2010,08,03,2010-08-03,71.5,62.5,9999.9,10.0,12.3,22.0,34.0,82.9,64.4,0.0,999.9,0,237940
1,2010,08,30,2010-08-30,75.8,61.4,9999.9,10.0,5.8,11.1,19.0,91.4,66.2,99.99,999.9,0,374881
2,2010,07,06,2010-07-06,80.1,66.3,9999.9,10.0,4.9,13.0,19.0,91.4,68.0,99.99,999.9,0,455568
7,2010,09,05,2010-09-05,67.2,49.8,9999.9,10.0,12.9,23.9,32.1,75.9,57.2,0.0,999.9,0,358956
1,2010,08,30,2010-08-30,75.8,61.4,9999.9,10.0,5.8,11.1,19.0,91.9,66.2,0.0,999.9,0,374881
2,2010,08,10,2010-08-10,75.8,69.7,9999.9,7.6,7.1,14.0,20.0,91.9,68.0,0.0,999.9,0,439757
5,2010,02,19,2010-02-19,34.3,23.8,9999.9,9.7,13.9,20.0,26.0,42.1,30.2,99.99,999.9,0,525498
4,2010,11,25,2010-11-25,40.7,20.5,1021.6,9.7,2.9,22.0,999.9,44.1,35.1,0.0,999.9,0,321817
6,2010,11,27,2010-11-27,38.6,20.3,1006.8,10.0,8.0,19.0,25.1,44.1,34.0,0.01,999.9,0,419877
7,2010,11,14,2010-11-14,53.2,38.2,1019.0,10.0,2.3,15.0,999.9,60.1,45.0,0.0,999.9,0,459664
3,2010,11,24,2010-11-24,47.4,23.7,1017.8,10.0,9.0,22.9,24.1,60.1,41.0,0.0,999.9,0,460056
3,2010,11,24,2010-11-24,47.3,23.5,1017.8,10.0,9.0,22.9,23.9,60.1,41.0,0.0,999.9,0,460056
5,2010,11,05,2010-11-05,48.1,43.1,998.5,8.3,4.4,15.9,999.9,60.1,44.6,0.88,999.9,0,518384
5,2010,11,05,2010-11-05,48.1,43.1,998.7,8.3,4.3,15.9,999.9,60.1,44.6,0.88,999.9,0,518384
3,2010,05,19,2010-05-19,52.4,51.1,9999.9,2.3,9.6,18.1,28.0,60.1,48.2,99.99,999.9,0,523461
5,2010,11,12,2010-11-12,52.1,18.1,1029.2,10.0,4.8,22.9,999.9,62.1,45.0,0.0,999.9,0,516791
4,2010,10,21,2010-10-21,53.8,42.3,1005.2,7.3,6.4,16.9,18.1,62.1,48.2,0.0,999.9,0,514747
5,2010,10,15,2010-10-15,53.1,44.8,998.8,8.2,7.8,28.9,29.9,62.1,48.2,0.31,999.9,0,519133
5,2010,10,15,2010-10-15,53.2,44.9,998.8,8.2,7.8,28.9,29.9,62.1,48.2,0.63,999.9,0,519133
5,2010,07,09,2010-07-09,75.7,71.1,9999.9,9.2,7.6,13.0,17.1,84.2,69.8,99.99,999.9,1,508297
3,2010,07,21,2010-07-21,74.3,69.7,9999.9,7.3,5.6,20.0,28.0,84.2,68.0,99.99,999.9,1,488716
4,2010,07,22,2010-07-22,75.5,64.0,9999.9,8.9,11.5,19.0,24.1,84.2,68.0,99.99,999.9,0,495318
2,2010,06,29,2010-06-29,76.2,70.5,9999.9,6.7,9.4,15.9,20.0,84.2,69.8,99.99,999.9,1,496467
5,2010,08,06,2010-08-06,77.0,67.4,9999.9,8.0,7.1,15.0,18.1,84.2,69.8,0.0,999.9,0,443277
2,2010,08,10,2010-08-10,75.8,69.7,9999.9,7.6,7.1,14.0,20.0,84.2,68.0,99.99,999.9,0,439757
5,2010,09,03,2010-09-03,73.9,70.7,9999.9,7.8,8.3,15.9,22.9,84.2,66.9,99.99,999.9,0,442044
5,2010,09,24,2010-09-24,72.2,65.4,1018.6,6.1,2.5,12.0,999.9,84.2,55.9,0.0,999.9,1,725850
2,2010,07,13,2010-07-13,76.4,71.8,9999.9,9.9,8.4,14.0,17.1,84.2,71.6,99.99,999.9,0,522877
1,2010,07,12,2010-07-12,75.8,69.1,9999.9,9.3,6.9,15.0,19.0,84.2,68.0,0.0,999.9,0,459276
1,2010,07,19,2010-07-19,72.4,66.0,9999.9,9.0,4.6,15.0,33.0,84.2,62.6,99.99,999.9,0,434331
3,2010,08,18,2010-08-18,72.6,63.1,9999.9,8.7,4.1,9.9,999.9,84.2,66.2,0.0,999.9,1,447950
3,2010,02,24,2010-02-24,41.0,38.7,9999.9,4.7,16.4,25.1,35.0,44.6,37.4,99.99,999.9,0,482212
1,2010,11,08,2010-11-08,42.7,28.3,1007.2,9.9,9.3,23.9,999.9,44.6,36.0,0.04,999.9,0,449663
4,2010,11,25,2010-11-25,40.6,20.5,1021.6,9.7,2.9,22.0,999.9,44.6,35.1,0.06,999.9,0,321817
6,2010,03,13,2010-03-13,40.7,34.3,9999.9,6.8,14.9,25.1,41.0,44.6,37.4,99.99,999.9,0,559484
5,2010,04,16,2010-04-16,40.8,35.5,9999.9,9.6,5.6,13.0,15.0,44.6,37.4,99.99,999.9,0,576664
5,2010,12,31,2010-12-31,39.7,25.9,1021.5,6.5,5.0,15.0,999.9,44.6,35.1,0.0,999.9,0,430727
1,2010,11,08,2010-11-08,42.5,28.3,1007.5,9.9,9.3,23.9,999.9,44.6,36.0,0.0,999.9,0,449663
7,2010,03,28,2010-03-28,31.6,23.7,9999.9,10.0,6.3,15.9,21.0,44.6,19.4,0.0,999.9,0,437783
7,2010,04,11,2010-04-11,51.8,39.1,9999.9,10.0,14.6,20.0,27.0,62.6,44.6,0.0,999.9,0,449570
5,2010,04,02,2010-04-02,46.1,40.4,9999.9,9.9,3.1,8.9,999.9,62.6,32.0,0.0,999.9,1,515360
3,2010,10,06,2010-10-06,58.6,49.3,1012.4,9.9,4.0,16.9,999.9,62.6,55.4,0.0,999.9,0,478150
7,2010,10,03,2010-10-03,56.8,41.9,1018.5,10.0,9.3,18.1,21.0,62.6,48.9,0.0,999.9,0,210638
4,2010,04,29,2010-04-29,48.9,25.8,9999.9,10.0,14.9,22.9,36.9,62.6,41.0,99.99,999.9,0,533131
4,2010,04,08,2010-04-08,55.7,47.7,9999.9,9.8,7.0,15.0,21.0,62.6,48.2,0.0,999.9,0,531731
4,2010,10,14,2010-10-14,55.8,46.4,1013.4,9.1,3.1,14.0,999.9,62.6,46.0,0.32,999.9,0,483217
4,2010,10,21,2010-10-21,53.8,42.2,1005.2,7.3,6.4,16.9,18.1,62.6,48.2,0.01,999.9,0,514747
5,2010,05,14,2010-05-14,53.1,47.6,9999.9,9.9,9.7,15.0,19.0,62.6,48.2,99.99,999.9,0,570623
2,2010,04,20,2010-04-20,51.0,38.5,9999.9,10.0,7.3,15.0,21.0,62.6,41.0,99.99,999.9,0,495674
4,2010,03,18,2010-03-18,46.7,31.9,9999.9,10.0,9.2,20.0,25.1,62.6,35.6,0.0,999.9,0,514211
4,2010,09,02,2010-09-02,76.2,68.8,9999.9,7.7,9.2,21.0,26.0,93.2,68.0,99.99,999.9,0,460210
7,2010,08,29,2010-08-29,72.8,60.3,9999.9,10.0,5.3,12.0,999.9,93.2,60.8,99.99,999.9,0,382325
4,2010,03,04,2010-03-04,32.1,32.0,9999.9,2.3,15.7,26.0,33.0,35.1,32.0,99.99,999.9,0,235769
7,2010,11,07,2010-11-07,43.3,27.9,1023.2,10.0,4.8,26.0,999.9,51.1,36.0,0.0,999.9,0,463361
1,2010,12,13,2010-12-13,42.4,36.5,988.6,7.9,5.7,23.9,999.9,51.1,30.9,1.18,999.9,0,469412
1,2010,12,13,2010-12-13,42.4,36.6,988.5,7.8,5.7,23.9,999.9,51.1,30.2,1.18,999.9,0,469412
3,2010,11,03,2010-11-03,46.4,32.0,1023.5,10.0,2.5,7.0,15.0,53.1,33.1,0.0,999.9,0,489993
2,2010,10,12,2010-10-12,62.8,56.6,1008.5,5.3,2.8,9.9,22.9,66.2,57.9,1.22,999.9,1,458975
7,2010,09,12,2010-09-12,56.7,50.7,9999.9,9.7,5.8,12.0,16.9,66.2,48.2,0.14,999.9,0,446776
5,2010,03,19,2010-03-19,48.4,32.5,9999.9,10.0,5.4,17.1,21.0,66.2,32.0,0.0,999.9,0,512212
7,2010,06,13,2010-06-13,61.9,60.3,9999.9,6.8,6.6,11.1,15.9,66.2,59.0,99.99,999.9,0,410888
1,2010,04,05,2010-04-05,55.0,37.4,9999.9,10.0,7.5,15.9,24.1,66.2,41.0,0.0,999.9,0,420822
7,2010,10,24,2010-10-24,60.4,46.7,1019.5,10.0,2.8,7.0,999.9,66.2,48.9,0.0,999.9,0,449067
6,2010,10,02,2010-10-02,61.2,45.6,9999.9,9.5,5.5,20.0,999.9,66.2,53.6,0.48,999.9,0,243227
5,2010,05,07,2010-05-07,57.8,39.7,9999.9,10.0,10.8,20.0,28.9,66.2,50.0,0.0,999.9,0,545691
5,2010,04,30,2010-04-30,52.9,28.5,9999.9,10.0,10.0,17.1,22.0,66.2,37.4,0.0,999.9,0,552755
4,2010,01,14,2010-01-14,26.0,16.5,9999.9,10.0,4.8,12.0,999.9,35.6,15.8,0.0,999.9,0,507953
6,2010,01,02,2010-01-02,31.3,30.0,9999.9,3.8,7.6,15.9,24.1,35.6,26.6,99.99,999.9,0,410622
5,2010,12,10,2010-12-10,27.3,11.6,1028.5,10.0,4.2,14.0,999.9,35.6,21.2,0.0,999.9,0,540916
5,2010,02,05,2010-02-05,26.6,8.8,9999.9,10.0,6.3,13.0,19.0,35.6,17.6,0.0,999.9,0,243341
3,2010,03,03,2010-03-03,33.2,31.5,9999.9,6.3,11.9,25.1,34.0,35.6,32.0,99.99,999.9,0,232253
3,2010,02,17,2010-02-17,31.5,25.7,9999.9,8.2,11.9,15.9,24.1,35.6,26.6,99.99,999.9,0,484534
5,2010,03,05,2010-03-05,32.7,28.3,9999.9,4.8,13.3,25.1,31.1,35.6,32.0,99.99,999.9,0,249954
5,2010,01,01,2010-01-01,33.0,31.6,9999.9,7.2,4.8,8.0,999.9,35.6,30.2,99.99,999.9,0,401856
5,2010,01,29,2010-01-29,19.7,-0.7,9999.9,9.9,22.2,28.9,40.0,35.6,14.0,99.99,999.9,0,587602
6,2010,11,20,2010-11-20,46.7,30.3,1020.7,9.8,6.0,26.0,999.9,53.6,32.0,0.0,999.9,0,531685
2,2010,01,26,2010-01-26,43.0,38.6,9999.9,6.3,14.1,32.1,42.0,53.6,35.6,99.99,999.9,1,469316
2,2010,05,11,2010-05-11,42.8,28.4,9999.9,10.0,5.8,15.9,20.0,53.6,28.4,0.0,999.9,0,512233
2,2010,03,30,2010-03-30,50.7,50.2,9999.9,2.6,16.2,28.9,38.1,53.6,48.2,99.99,999.9,1,457212
3,2010,11,03,2010-11-03,46.5,32.1,1023.5,10.0,2.5,7.0,15.0,53.6,33.1,0.0,999.9,0,489993
3,2010,03,24,2010-03-24,44.5,36.6,9999.9,6.8,14.0,21.0,28.0,53.6,39.2,99.99,999.9,0,454165
5,2010,03,26,2010-03-26,42.4,36.0,9999.9,7.3,15.2,24.1,35.0,53.6,32.0,99.99,999.9,0,526136
2,2010,11,30,2010-11-30,49.3,42.2,1029.2,9.5,4.6,11.1,15.9,53.6,33.1,0.09,999.9,0,447509
2,2010,04,13,2010-04-13,43.6,31.2,9999.9,10.0,5.2,12.0,15.0,53.6,32.0,0.0,999.9,0,492310
1,2010,04,26,2010-04-26,48.1,45.1,9999.9,8.9,9.4,15.9,20.0,53.6,46.4,99.99,999.9,0,487847
1,2010,01,25,2010-01-25,48.3,45.0,9999.9,7.5,17.4,31.1,49.9,53.6,41.0,99.99,999.9,0,424596
7,2010,04,25,2010-04-25,49.9,40.6,9999.9,9.3,9.7,19.0,22.9,53.6,46.4,99.99,999.9,0,484002
4,2010,04,01,2010-04-01,47.1,41.7,9999.9,10.0,10.3,17.1,24.1,53.6,41.0,0.0,999.9,0,510659
2,2010,03,23,2010-03-23,48.2,47.5,9999.9,2.3,9.0,20.0,27.0,53.6,42.8,99.99,999.9,0,443424
5,2010,10,22,2010-10-22,49.5,29.7,1013.3,10.0,6.7,20.0,21.0,53.6,45.0,0.0,999.9,0,526895
7,2010,05,09,2010-05-09,49.0,33.6,9999.9,9.6,14.8,22.9,29.9,53.6,42.8,0.0,999.9,1,468081
2,2010,06,01,2010-06-01,65.3,59.5,9999.9,8.9,13.0,21.0,31.1,75.2,55.4,99.99,999.9,0,433681
7,2010,06,20,2010-06-20,68.7,65.3,9999.9,8.3,11.1,19.0,25.1,75.2,64.4,0.0,999.9,1,431055
7,2010,08,15,2010-08-15,64.8,54.6,9999.9,10.0,5.4,13.0,18.1,75.2,50.0,0.0,999.9,0,390628
5,2010,08,13,2010-08-13,67.0,56.4,9999.9,10.0,7.7,13.0,18.1,75.2,59.0,0.0,999.9,0,464743
7,2010,09,05,2010-09-05,67.2,49.8,9999.9,10.0,12.9,23.9,32.1,75.2,57.2,99.99,999.9,0,358956
3,2010,08,11,2010-08-11,72.0,66.3,9999.9,7.5,7.1,15.0,15.9,75.2,68.0,99.99,999.9,1,460682
7,2010,05,02,2010-05-02,60.9,53.8,9999.9,9.8,8.5,15.0,19.0,75.2,51.8,99.99,999.9,0,461661
3,2010,05,05,2010-05-05,61.9,43.7,9999.9,10.0,11.6,18.1,27.0,75.2,53.6,99.99,999.9,0,528082
5,2010,07,30,2010-07-30,69.7,55.6,9999.9,9.5,6.6,15.0,20.0,75.2,59.0,99.99,999.9,0,518741
1,2010,09,13,2010-09-13,58.7,53.1,9999.9,9.7,4.0,8.9,999.9,75.2,53.6,0.14,999.9,0,443251
1,2010,05,24,2010-05-24,63.4,57.9,9999.9,6.3,5.8,12.0,18.1,75.2,33.8,0.0,999.9,1,467651
6,2010,07,31,2010-07-31,66.5,56.1,9999.9,10.0,5.3,9.9,14.0,75.2,57.2,0.0,999.9,0,469839
2,2010,09,14,2010-09-14,61.9,55.9,9999.9,9.6,5.4,15.0,21.0,75.2,50.0,0.12,999.9,0,478690
2,2010,09,14,2010-09-14,61.9,55.9,9999.9,9.6,5.4,15.0,21.0,75.2,50.0,99.99,999.9,0,478690
4,2011,02,10,2011-02-10,26.3,4.5,1016.5,10.0,6.5,9.9,20.0,28.0,23.0,0.0,9.8,0,541334
6,2011,01,08,2011-01-08,26.9,19.2,996.6,8.0,3.0,8.0,999.9,30.0,24.1,0.19,1.2,0,500272
4,2011,01,13,2011-01-13,25.6,11.0,1016.9,10.0,9.7,15.0,22.0,30.0,21.9,0.61,9.1,0,488565
5,2011,01,21,2011-01-21,28.8,17.8,1004.8,7.2,6.9,15.0,24.1,32.0,24.1,0.4,1.2,1,504589
4,2011,12,29,2011-12-29,30.0,11.4,1013.4,10.0,7.5,14.0,25.1,34.0,24.1,0.0,999.9,0,457167
1,2011,01,10,2011-01-10,28.4,13.0,1020.9,10.0,8.2,12.0,22.9,34.0,25.0,0.0,2.0,0,449946
5,2011,01,28,2011-01-28,31.6,21.9,1010.6,7.5,3.1,7.0,999.9,34.0,28.9,0.09,22.8,0,450996
3,2011,01,26,2011-01-26,32.1,26.4,1015.7,4.2,6.6,15.9,22.9,36.0,30.0,0.05,5.9,1,410620
5,2011,02,11,2011-02-11,26.5,3.9,1020.5,10.0,5.8,9.9,17.1,36.0,19.0,0.0,9.8,0,568193
6,2011,02,05,2011-02-05,33.4,25.9,1014.1,5.7,4.0,8.9,15.9,36.0,30.9,0.0,16.1,1,543523
4,2011,03,03,2011-03-03,26.6,1.0,1033.8,10.0,5.8,17.1,25.1,36.0,19.9,0.0,999.9,0,555658
2,2011,01,25,2011-01-25,28.6,17.3,1023.4,7.3,3.9,8.9,15.9,36.0,21.0,0.0,5.9,1,451381
3,2011,02,02,2011-02-02,30.8,28.6,1016.6,3.6,6.3,14.0,19.0,36.0,26.1,0.57,18.1,0,444931
7,2011,12,25,2011-12-25,37.5,21.8,1025.5,10.0,4.5,9.9,18.1,46.0,30.9,0.0,999.9,0,231895
7,2011,10,30,2011-10-30,37.7,30.4,1019.2,8.1,6.3,9.9,19.0,46.0,33.1,2.0,999.9,0,487256
1,2011,01,03,2011-01-03,33.7,14.6,1018.1,10.0,8.5,13.0,25.1,46.0,28.0,0.0,9.1,0,374927
2,2011,02,15,2011-02-15,32.9,8.6,1019.2,10.0,12.1,20.0,33.0,46.0,25.0,0.0,7.1,0,534436
2,2011,03,15,2011-03-15,39.7,27.5,1030.9,10.0,4.3,8.9,14.0,46.0,35.1,0.0,999.9,0,507174
6,2011,12,03,2011-12-03,42.2,28.0,1035.6,10.0,4.3,8.0,999.9,46.0,37.9,0.0,999.9,0,560424
6,2011,11,05,2011-11-05,42.8,24.9,1028.6,10.0,5.9,14.0,26.0,48.0,37.0,0.0,999.9,0,564543
2,2011,03,29,2011-03-29,38.9,12.5,1017.8,10.0,7.8,12.0,21.0,48.0,32.0,0.0,999.9,0,490832
5,2011,04,22,2011-04-22,45.2,24.8,1030.3,10.0,6.2,9.9,19.0,50.0,39.9,0.0,999.9,0,542235
4,2011,12,01,2011-12-01,43.5,25.2,1018.9,10.0,7.7,15.0,20.0,50.0,37.9,0.0,999.9,0,523721
4,2011,04,07,2011-04-07,44.5,36.4,1018.2,9.6,5.3,12.0,18.1,50.0,42.1,0.11,999.9,0,541474
7,2011,02,27,2011-02-27,42.4,27.6,1015.3,9.9,6.2,8.9,18.1,50.0,37.9,0.0,999.9,0,461969
2,2011,11,22,2011-11-22,47.5,41.5,1025.9,7.0,4.9,9.9,17.1,50.0,42.8,0.06,999.9,0,468358
6,2011,01,01,2011-01-01,44.8,31.9,1019.4,6.1,3.1,7.0,999.9,52.0,41.0,0.0,13.0,0,183030
2,2011,04,19,2011-04-19,50.5,41.4,1016.6,9.7,4.6,9.9,15.0,52.0,48.0,0.0,999.9,0,496251
6,2011,04,16,2011-04-16,44.5,37.7,1025.0,8.3,9.8,17.1,34.0,52.0,41.0,0.0,999.9,0,576321
3,2011,03,30,2011-03-30,43.0,22.3,1019.9,10.0,4.2,9.9,15.0,52.0,37.0,0.0,999.9,0,504851
7,2011,11,06,2011-11-06,45.5,31.5,1032.1,10.0,3.0,7.0,999.9,54.0,37.9,0.0,999.9,0,442365
4,2011,11,24,2011-11-24,43.8,33.3,1019.1,10.0,4.9,9.9,19.0,54.0,37.0,0.1,999.9,0,328093
2,2011,12,27,2011-12-27,43.8,33.4,1018.4,8.5,5.9,14.0,22.9,54.0,37.9,0.0,999.9,0,377571
3,2011,04,06,2011-04-06,44.7,24.2,1012.5,9.6,7.1,13.0,22.9,54.0,37.9,0.15,999.9,0,515766
2,2011,11,01,2011-11-01,49.3,37.1,1026.3,10.0,4.9,12.0,15.9,54.0,46.9,0.0,999.9,0,517114
6,2011,12,31,2011-12-31,50.6,42.2,1012.1,10.0,4.6,8.0,999.9,54.0,46.9,0.0,999.9,0,476749
7,2011,03,06,2011-03-06,51.8,47.8,1019.2,6.8,6.3,11.1,18.1,54.0,50.0,1.08,999.9,1,502110
6,2011,04,02,2011-04-02,45.8,25.4,998.9,10.0,8.8,15.9,19.0,54.0,37.9,0.13,999.9,0,278780
5,2011,03,11,2011-03-11,50.9,45.0,1008.6,6.1,8.0,15.9,35.9,54.0,48.0,1.97,999.9,0,557379
3,2011,05,04,2011-05-04,56.0,51.1,1014.1,8.0,4.6,12.0,20.0,64.0,46.4,0.0,999.9,0,539514
7,2011,11,20,2011-11-20,54.6,43.8,1021.4,10.0,7.4,13.0,19.0,64.0,48.9,0.0,999.9,0,464152
3,2011,04,20,2011-04-20,50.8,44.3,1012.4,6.4,6.1,15.0,21.0,64.0,44.6,0.03,999.9,0,517462
3,2011,10,12,2011-10-12,61.3,52.6,1020.1,9.8,8.0,15.0,24.1,64.0,59.0,0.0,999.9,0,516334
6,2011,10,15,2011-10-15,59.1,44.6,1002.4,10.0,7.0,11.1,22.9,64.0,54.0,0.12,999.9,0,559275
4,2011,04,21,2011-04-21,55.5,32.6,1017.0,9.4,8.4,15.0,27.0,64.0,50.0,0.0,999.9,0,534263
3,2011,09,07,2011-09-07,63.8,63.3,1018.7,4.4,9.9,15.0,22.0,68.0,60.8,3.05,999.9,0,499146
6,2011,10,01,2011-10-01,59.8,56.7,1004.5,6.5,2.9,11.1,15.9,68.0,55.0,0.87,999.9,0,537727
2,2011,11,08,2011-11-08,59.1,45.2,1024.1,10.0,2.5,8.0,999.9,68.0,53.1,0.0,999.9,0,494495
4,2011,09,29,2011-09-29,69.6,67.8,1007.4,5.5,3.8,13.0,22.0,72.0,62.6,0.16,999.9,0,494529
7,2011,06,12,2011-06-12,63.5,59.1,1012.0,7.9,6.2,14.0,21.0,72.0,57.9,0.04,999.9,0,434022
4,2011,08,04,2011-08-04,73.2,66.1,1011.6,7.2,4.5,8.9,14.0,84.0,68.0,0.76,999.9,0,501436
5,2011,08,12,2011-08-12,74.0,53.2,1015.0,10.0,2.8,6.0,999.9,84.0,64.9,0.0,999.9,0,504845
3,2011,08,31,2011-08-31,73.3,56.9,1021.6,10.0,2.1,7.0,999.9,84.0,64.0,0.0,999.9,0,462421
5,2011,08,19,2011-08-19,75.2,65.5,1013.3,9.5,3.9,13.0,25.1,84.0,66.0,0.06,999.9,1,496141
3,2011,09,14,2011-09-14,76.1,66.1,1012.7,7.7,4.6,7.0,14.0,84.0,71.1,0.0,999.9,0,526982
6,2011,08,06,2011-08-06,76.0,68.1,1016.8,9.7,5.3,8.0,15.9,84.0,72.0,0.0,999.9,0,482363
5,2011,07,29,2011-07-29,77.6,69.7,1014.0,6.1,2.7,8.0,999.9,84.0,71.1,0.67,999.9,1,525334
5,2011,08,05,2011-08-05,76.3,65.4,1017.5,10.0,3.1,8.0,15.9,84.0,71.1,0.0,999.9,0,513817
6,2011,08,20,2011-08-20,71.7,64.7,1014.6,5.5,1.2,5.1,999.9,84.0,64.4,1.24,999.9,0,450004
3,2011,07,27,2011-07-27,75.8,61.9,1011.0,9.2,4.2,8.0,22.0,84.0,70.0,0.14,999.9,0,497998
3,2011,07,20,2011-07-20,81.2,69.2,1011.6,6.7,2.9,7.0,999.9,88.0,75.9,0.0,999.9,0,508813
2,2011,05,03,2011-05-03,61.5,53.0,1018.6,9.6,5.4,9.9,999.9,73.0,55.0,0.0,999.9,0,503275
3,2011,09,21,2011-09-21,67.6,63.1,1022.6,6.5,1.5,6.0,999.9,73.0,63.0,0.06,999.9,0,463695
7,2011,05,08,2011-05-08,61.9,41.3,1011.7,10.0,4.5,8.0,15.0,73.0,53.1,0.0,999.9,0,448546
5,2011,09,23,2011-09-23,71.1,69.7,1018.6,4.5,2.1,8.0,999.9,73.0,69.8,0.02,999.9,1,509316
6,2011,06,11,2011-06-11,66.7,63.2,1015.5,5.4,7.5,15.0,22.0,77.0,60.8,0.51,999.9,0,536703
6,2011,10,08,2011-10-08,63.0,47.4,1031.2,10.0,2.0,6.0,999.9,77.0,54.0,0.0,999.9,0,532627
7,2011,08,14,2011-08-14,70.2,68.1,1013.9,3.5,4.0,8.9,15.0,77.0,66.2,3.2,999.9,1,222035
2,2011,09,27,2011-09-27,72.3,68.7,1014.2,5.9,2.1,7.0,999.9,77.0,69.1,0.0,999.9,0,492595
5,2011,09,02,2011-09-02,69.9,59.7,1019.5,10.0,3.0,6.0,999.9,77.0,64.9,0.0,999.9,0,485219
1,2011,08,15,2011-08-15,71.0,69.6,1005.9,6.8,4.1,9.9,21.0,77.0,69.1,2.61,999.9,1,428099
4,2011,08,25,2011-08-25,73.9,68.1,1012.9,8.2,5.7,9.9,18.1,77.0,72.0,0.0,999.9,1,488317
1,2011,08,29,2011-08-29,67.9,52.9,1011.3,10.0,5.4,13.0,22.0,77.0,60.1,0.56,999.9,0,334767
1,2011,08,22,2011-08-22,71.6,60.5,1010.0,7.4,5.6,11.1,18.1,77.0,66.0,0.67,999.9,0,403936
4,2011,06,30,2011-06-30,73.7,55.7,1014.0,10.0,4.8,8.0,15.9,81.0,66.0,0.0,999.9,0,506962
3,2011,06,29,2011-06-29,75.6,63.8,1010.8,8.2,2.8,8.0,14.0,81.0,70.0,0.1,999.9,0,504271
2,2011,06,28,2011-06-28,76.5,66.0,1012.9,8.2,2.2,7.0,999.9,81.0,72.0,0.0,999.9,0,490144
1,2011,06,06,2011-06-06,69.5,56.6,1016.0,10.0,2.5,7.0,999.9,81.0,60.1,0.0,999.9,0,477033
1,2011,10,10,2011-10-10,71.4,53.8,1024.0,10.0,1.5,5.1,999.9,81.0,63.0,0.0,999.9,0,418498
3,2011,06,08,2011-06-08,82.8,65.1,1011.7,8.3,3.5,6.0,999.9,93.0,73.0,0.0,999.9,0,543169
2,2011,07,19,2011-07-19,81.9,69.9,1009.3,6.4,3.6,7.0,999.9,93.0,75.2,0.11,999.9,0,494873
2,2011,07,12,2011-07-12,84.7,69.0,1006.0,8.9,6.7,12.0,18.1,93.0,78.1,0.0,999.9,0,502464
7,2011,01,16,2011-01-16,33.4,15.8,1015.8,9.8,6.4,13.0,20.0,37.0,30.0,0.0,5.9,0,446699
6,2011,02,12,2011-02-12,34.2,15.1,1013.5,10.0,6.7,12.0,22.0,39.0,32.0,0.0,7.9,0,592896
7,2011,12,11,2011-12-11,33.8,14.3,1035.1,10.0,3.3,8.0,999.9,39.0,28.9,0.0,999.9,0,488680
6,2011,03,26,2011-03-26,32.0,8.7,1015.7,10.0,7.3,12.0,17.1,39.0,26.1,0.0,999.9,0,558896
6,2011,12,24,2011-12-24,33.8,19.2,1026.7,10.0,5.0,9.9,15.9,41.0,30.0,0.75,999.9,0,373366
3,2011,01,19,2011-01-19,37.5,33.7,1005.0,7.5,4.2,8.9,15.0,41.0,35.1,0.93,5.1,0,477235
2,2011,02,08,2011-02-08,36.3,27.1,1006.6,7.2,9.0,17.1,28.0,41.0,25.0,0.23,13.0,0,495221
2,2011,01,18,2011-01-18,31.3,26.0,1014.6,3.8,9.0,14.0,24.1,41.0,24.1,0.4,3.9,0,442217
5,2011,03,25,2011-03-25,35.1,13.2,1013.3,10.0,6.4,12.0,17.1,41.0,28.9,0.09,1.2,0,557701
6,2011,12,17,2011-12-17,38.8,22.4,1019.8,10.0,5.5,8.9,999.9,43.0,35.6,0.0,999.9,0,565656
3,2011,03,09,2011-03-09,38.0,26.6,1035.5,10.0,7.3,14.0,20.0,43.0,34.0,0.0,999.9,0,537897
4,2011,03,24,2011-03-24,35.1,27.2,1005.3,7.4,6.1,12.0,19.0,43.0,30.2,0.52,999.9,0,529221
4,2011,02,24,2011-02-24,36.5,15.3,1023.2,10.0,3.3,8.0,999.9,43.0,30.0,0.0,2.0,0,526787
1,2011,03,28,2011-03-28,34.9,7.6,1014.7,10.0,8.2,12.0,20.0,45.0,27.0,0.0,999.9,0,443179
1,2011,12,26,2011-12-26,42.7,28.1,1018.3,10.0,8.3,15.0,20.0,45.0,41.0,0.0,999.9,0,288572
1,2011,03,21,2011-03-21,40.8,35.0,1024.0,6.2,5.4,11.1,19.0,45.0,35.6,0.11,999.9,0,456000
